protein_id,nt_length,protein_classification
XPK41221.1,2049,assembly;
XPK41222.1,303,unknown
XPK41223.1,357,unknown
XPK41224.1,333,unknown
XPK41225.1,555,unknown
XPK41226.1,570,unknown
XPK41227.1,654,unknown
XPK41228.1,339,infection;
XPK41229.1,903,infection;
XPK41230.1,618,infection;
XPK41231.1,NA,NA
XPK41232.1,432,assembly;infection;
XPK41233.1,666,assembly;infection;
XPK41234.1,1428,infection;
XPK41235.1,507,infection;
XPK41236.1,285,unknown
XPK41237.1,2358,infection;
XPK41238.1,411,infection;
XPK41239.1,210,infection;
XPK41240.1,1002,regulation;
XPK41241.1,702,unknown
XPK41242.1,876,regulation;
XPK41243.1,NA,NA
XPK41244.1,NA,NA
XPK41245.1,1212,integration;
XPK41246.1,NA,NA
XPK41247.1,684,unknown
XPK41248.1,489,replication;
XPK41249.1,NA,NA
XPK41250.1,NA,NA
XPK41251.1,222,unknown
XPK41252.1,990,replication;
XPK41253.1,NA,NA
XPK41254.1,1119,unknown
XPK41255.1,543,unknown
XPK41256.1,1416,replication;
XPK41257.1,NA,NA
XPK41258.1,648,unknown
XPK41259.1,393,unknown
XPK41260.1,471,unknown
XPK41261.1,165,unknown
XPK41262.1,237,unknown
XPK41263.1,225,unknown
XPK41264.1,234,unknown
XPK41265.1,231,unknown
XPK41266.1,2310,replication;
XPK41267.1,NA,NA
XPK41268.1,NA,NA
XPK41269.1,NA,NA
XPK41270.1,324,unknown
XPK41271.1,435,unknown
XPK41272.1,321,lysis;
XPK41273.1,279,unknown
XPK41274.1,480,lysis;
XPK41275.1,522,unknown
XPK41276.1,NA,NA
XPK41277.1,NA,NA
XPK41278.1,1539,packaging;
XPK41279.1,NA,NA
XPK41280.1,NA,NA
XPK41281.1,1269,infection;
XPK41282.1,NA,NA
XPK41283.1,NA,NA
XPK41284.1,NA,NA
XPK41285.1,NA,NA
XPK41286.1,NA,NA
XPK41287.1,NA,NA
XPK41288.1,972,unknown
XPK41289.1,NA,NA
XPK41290.1,NA,NA
XPK41291.1,NA,NA
XPK41292.1,NA,NA
XPK41293.1,NA,NA
XPK41294.1,NA,NA
XPK41295.1,NA,NA
XPK41296.1,NA,NA
XPK41297.1,NA,NA
XPK41298.1,NA,NA
XPK41299.1,NA,NA
XPK41300.1,NA,NA
XPK41301.1,NA,NA
XPK41302.1,NA,NA
XPK41303.1,NA,NA
XPK41304.1,NA,NA
XPK41305.1,NA,NA
XPK41306.1,NA,NA
XPK41307.1,NA,NA
XPK41308.1,NA,NA
XPK41309.1,234,lysis;
XPK41310.1,531,unknown
XPK41311.1,NA,NA
XPK41312.1,366,unknown
XPK41313.1,NA,NA
XPK41314.1,2263,replication;
XPK41315.1,NA,NA
XPK41316.1,NA,NA
XPK41317.1,1038,unknown
XPK41318.1,1176,packaging;
XPK41319.1,NA,NA
XPK41320.1,2865,replication;
XPK41321.1,411,unknown
XPK41322.1,NA,NA
XPK41323.1,2421,replication;
XPK41324.1,495,unknown
XPK41325.1,NA,NA
XPK41326.1,NA,NA
XPK41327.1,NA,NA
XPK41328.1,NA,NA
XPK41329.1,492,packaging;
XPK41330.1,NA,NA
XPK41331.1,NA,NA
XPK41332.1,NA,NA
XPK41333.1,696,unknown
XPK41334.1,NA,NA
XPK41335.1,NA,NA
XPK41336.1,NA,NA
XPK41337.1,NA,NA
XPK41338.1,630,packaging;
XPK41339.1,NA,NA
XPK41340.1,495,unknown
XPK41341.1,NA,NA
XPK41342.1,NA,NA
XPK41343.1,NA,NA
XPK41344.1,NA,NA
XPK41345.1,657,unknown
XPK41346.1,NA,NA
XPK41347.1,NA,NA
XPK41348.1,NA,NA
XPK41349.1,NA,NA
XPK41350.1,NA,NA
XPK41351.1,NA,NA
XPK41352.1,NA,NA
XPK41353.1,NA,NA
XPK41354.1,219,unknown
XPK41355.1,NA,NA
XPK41356.1,NA,NA
XPK41357.1,NA,NA
XPK41358.1,NA,NA
XPK41359.1,NA,NA
XPK41360.1,291,unknown
XPK41361.1,NA,NA
XPK41362.1,NA,NA
XPK41363.1,NA,NA
XPK41364.1,NA,NA
XPK41365.1,NA,NA
XPK41366.1,NA,NA
XPK41717.1,1764,packaging;
XPK41718.1,699,unknown
XPK41719.1,NA,NA
XPK41720.1,504,unknown
XPK41721.1,255,unknown
XPK41722.1,165,unknown
XPK41723.1,267,unknown
XPK41724.1,162,unknown
XPK41725.1,NA,NA
XPK41726.1,NA,NA
XPK41727.1,NA,NA
XPK41728.1,312,unknown
XPK41729.1,1356,infection;
XPK41730.1,333,unknown
XPK41731.1,345,unknown
XPK41732.1,249,unknown
XPK41733.1,NA,NA
XPK41734.1,327,unknown
XPK41735.1,504,unknown
XPK41736.1,NA,NA
XPK41737.1,741,unknown
XPK41738.1,183,unknown
XPK41739.1,195,unknown
XPK41740.1,144,unknown
XPK41741.1,960,assembly;
XPK41742.1,NA,NA
XPK41743.1,NA,NA
XPK41744.1,276,unknown
XPK41745.1,NA,NA
XPK41746.1,381,unknown
XPK41747.1,384,unknown
XPK41748.1,NA,NA
XPK41749.1,NA,NA
XPK41750.1,411,unknown
XPK41751.1,1260,unknown
XPK41752.1,411,assembly;infection;
XPK41753.1,1020,assembly;
XPK41754.1,354,unknown
XPK41755.1,540,unknown
XPK41756.1,375,unknown
XPK41757.1,432,unknown
XPK41758.1,423,unknown
XPK41759.1,1458,infection;
XPK41760.1,264,unknown
XPK41761.1,423,assembly;infection;
XPK41762.1,285,assembly;infection;
XPK41762.1,285,assembly;infection;
XPK41763.1,915,unknown
XPK41764.1,180,unknown
XPK41765.1,2568,assembly;infection;
XPK41766.1,504,unknown
XPK41767.1,507,unknown
XPK41768.1,360,unknown
XPK41769.1,2532,infection;
XPK41770.1,393,unknown
XPK41771.1,NA,NA
XPK41772.1,324,unknown
XPK41773.1,390,lysis;
XPK41774.1,231,unknown
XPK41775.1,399,unknown
XPK41776.1,249,assembly;
XPK41777.1,234,unknown
XPK41778.1,522,unknown
XPK41779.1,354,unknown
XPK41780.1,324,unknown
XPK41781.1,537,unknown
XPK41782.1,1857,replication;
XPK41783.1,1032,unknown
XPK41784.1,1146,unknown
XPK41785.1,771,unknown
XPK41786.1,1662,replication;
XPK41787.1,507,packaging;
XPK41788.1,492,unknown
XPK41789.1,174,unknown
XPK41790.1,2355,replication;
XPK41791.1,213,unknown
XPK41792.1,NA,NA
XPK41793.1,198,unknown
XPK41794.1,216,unknown
XPK41795.1,NA,NA
XPK41796.1,396,unknown
XPK41797.1,NA,NA
XPK41798.1,768,unknown
XPK41799.1,171,unknown
XPK41800.1,225,unknown
XPK41801.1,390,unknown
XPK41802.1,NA,NA
XPK41803.1,NA,NA
XPK41804.1,570,unknown
XPK41805.1,NA,NA
XPK41806.1,NA,NA
XPK41807.1,NA,NA
XPK41808.1,210,unknown
XPK41809.1,NA,NA
XPK41810.1,756,unknown
XPK41811.1,753,unknown
XPK41812.1,207,unknown
XPK41813.1,NA,NA
XPK41814.1,336,unknown
XPK41815.1,918,unknown
XPK41816.1,NA,NA
XPK41817.1,NA,NA
XPK41818.1,207,unknown
XPK41819.1,390,unknown
XPK41820.1,420,unknown
XPK41821.1,237,unknown
XPK41822.1,NA,NA
XPK41823.1,NA,NA
XPK41824.1,1542,packaging;assembly;
XPK41825.1,2244,unknown
XPK41826.1,237,unknown
XPK41827.1,1083,assembly;
XPK41828.1,1074,assembly;
XPK41829.1,NA,NA
XPK41830.1,747,unknown
XPK41831.1,2571,infection;
XPK41832.1,2160,infection;
XPK41833.1,219,unknown
XPK41834.1,492,lysis;
XPK41835.1,807,infection;
XPK41836.1,3021,infection;
XPK41837.1,969,infection;
XPK41838.1,1032,unknown
XPK41839.1,795,unknown
XPK41840.1,1047,unknown
XPK41841.1,969,unknown
XPK41842.1,1665,unknown
XPK41843.1,4422,unknown
XPK41844.1,504,unknown
XPK41845.1,255,unknown
XPK41846.1,402,unknown
XPK41847.1,195,unknown
XPK41848.1,849,packaging;
XPK41849.1,609,replication;
XPK41850.1,393,unknown
XPK41851.1,528,unknown
XPK41852.1,NA,NA
XPK41853.1,207,unknown
XPK41854.1,174,unknown
XPK41855.1,351,unknown
XPK41856.1,741,unknown
XPK41857.1,108,unknown
XPK41858.1,168,unknown
XPK41859.1,507,unknown
XPK41860.1,474,packaging;
XPK41861.1,201,unknown
XPK41862.1,144,unknown
XPK41863.1,186,unknown
XPK41864.1,180,unknown
XPK41865.1,393,unknown
XPK41866.1,198,unknown
XPK41867.1,162,unknown
XPK41868.1,129,unknown
XPK41869.1,192,unknown
XPK41870.1,2625,replication;
XPK41871.1,525,unknown
XPK41872.1,378,unknown
XPK41873.1,255,unknown
XPK41874.1,495,packaging;
XPK41875.1,312,unknown
XPK41876.1,741,unknown
XPK41877.1,186,unknown
XPK41878.1,171,unknown
XPK41879.1,NA,NA
XPK41880.1,189,unknown
XPK41881.1,657,unknown
XPK41882.1,276,unknown
XPK41883.1,180,unknown
XPK41884.1,585,replication;
XPK41885.1,330,unknown
XPK41886.1,213,unknown
XPK41887.1,216,unknown
XPK41888.1,198,unknown
XPK41889.1,510,assembly;
XPK41890.1,555,unknown
XPK41891.1,1281,unknown
XPK41892.1,549,replication;
XPK41893.1,1791,replication;
XPK41894.1,492,packaging;
XPK41895.1,210,unknown
XPK41896.1,420,unknown
XPK41897.1,183,unknown
XPK41898.1,243,unknown
XPK41899.1,1218,unknown
XPK41900.1,225,unknown
XPK41901.1,219,unknown
XPK41902.1,510,unknown
XPK41903.1,2019,unknown
XPK41904.1,1101,unknown
XPK41905.1,615,unknown
XPK41906.1,NA,NA
XPK41907.1,471,packaging;
XPK41908.1,930,unknown
XPK41909.1,1194,unknown
XPK41910.1,363,unknown
XPK41911.1,156,unknown
XPK41912.1,216,unknown
XPK41913.1,234,unknown
XPK41914.1,117,unknown
XPK41915.1,249,unknown
XPK41916.1,246,unknown
XPK41917.1,246,unknown
XPK41918.1,312,unknown
XPK41919.1,174,unknown
XPK41920.1,222,unknown
XPK41921.1,222,unknown
XPK41922.1,243,unknown
XPK41923.1,282,unknown
XPK41924.1,165,unknown
XPK41925.1,252,unknown
XPK41926.1,180,unknown
XPK41927.1,141,unknown
XPK41928.1,NA,NA
XPK41929.1,NA,NA
XPK41930.1,219,unknown
XPK41931.1,255,unknown
XPK41932.1,297,replication;
XPK41933.1,411,unknown
XPK41934.1,135,unknown
XPK41935.1,444,unknown
XPK41936.1,210,unknown
XPK41937.1,225,unknown
XPK41938.1,219,unknown
XPK41939.1,903,unknown
XPK41940.1,285,unknown
XPK41941.1,267,unknown
XPK41942.1,549,unknown
XPK41943.1,162,unknown
XPK41944.1,258,unknown
XPK41945.1,519,unknown
XPK41946.1,471,unknown
XPK42780.1,690,unknown
XPK42781.1,1605,packaging;
XPK42782.1,711,assembly;
XPK42783.1,NA,NA
XPK42784.1,NA,NA
XPK42785.1,333,unknown
XPK42786.1,261,unknown
XPK42787.1,636,unknown
XPK42788.1,501,unknown
XPK42789.1,264,lysis;
XPK42790.1,2271,assembly;
XPK42791.1,345,unknown
XPK42792.1,1221,unknown
XPK42793.1,1203,assembly;
XPK42794.1,636,unknown
XPK42795.1,843,assembly;
XPK42796.1,2655,unknown
XPK42797.1,444,assembly;
XPK42798.1,1965,assembly;
XPK42799.1,10800,replication;infection;
XPK42800.1,294,unknown
XPK42801.1,435,unknown
XPK42802.1,381,unknown
XPK42803.1,159,unknown
XPK42804.1,NA,NA
XPK42805.1,NA,NA
XPK42806.1,NA,NA
XPK42807.1,NA,NA
XPK42808.1,NA,NA
XPK42809.1,NA,NA
XPK42810.1,NA,NA
XPK42811.1,114,unknown
XPK42812.1,NA,NA
XPK42813.1,171,unknown
XPK42814.1,117,unknown
XPK42815.1,450,unknown
XPK42816.1,555,unknown
XPK42817.1,804,replication;
XPK42818.1,NA,NA
XPK42819.1,NA,NA
XPK42820.1,2154,unknown
XPK42821.1,981,unknown
XPK42822.1,285,unknown
XPK42823.1,306,unknown
XPK42824.1,2580,replication;
XPK42825.1,531,unknown
XPK42826.1,1311,replication;
XPK42827.1,453,unknown
XPK42828.1,396,unknown
XPK42829.1,168,unknown
XPK42830.1,2052,unknown
XPK42831.1,2562,unknown
XPK42832.1,192,unknown
XPK42833.1,216,unknown
XPK42834.1,213,unknown
XPK42835.1,225,unknown
XPK42836.1,237,unknown
XPK42837.1,945,unknown
XPK42838.1,444,unknown
XPK42839.1,384,unknown
XPK42840.1,261,assembly;
XPK42841.1,186,unknown
XPK42842.1,567,packaging;
XPK42843.1,507,unknown
XPK42844.1,1176,unknown
XPK42845.1,1053,unknown
XPK42846.1,327,unknown
XPK42847.1,186,unknown
XPK42848.1,189,unknown
XPK42849.1,834,assembly;
XPK42850.1,183,unknown
XPK42851.1,1218,replication;
XPK42852.1,582,packaging;
XPK42853.1,819,replication;
XPK42854.1,351,unknown
XPK42855.1,381,unknown
XPK42856.1,264,unknown
XPK42857.1,219,unknown
XPK42858.1,222,unknown
XPK42859.1,309,unknown
XPK42860.1,129,unknown
XPK42861.1,474,assembly;
XPK42862.1,174,unknown
XPK42863.1,189,unknown
XPK42864.1,483,replication;
XPK42865.1,324,unknown
XPK42866.1,NA,NA
XPK42867.1,339,unknown
XPK42868.1,285,unknown
XPK42869.1,318,unknown
XPK42870.1,315,unknown
XPK42871.1,396,unknown
XPK42872.1,279,unknown
XPK43246.1,1542,unknown
XPK43247.1,2244,infection;
XPK43248.1,237,unknown
XPK43249.1,1080,unknown
XPK43250.1,1059,assembly;
XPK43251.1,NA,NA
XPK43252.1,747,unknown
XPK43253.1,2649,infection;
XPK43254.1,2193,infection;
XPK43255.1,219,unknown
XPK43256.1,492,lysis;
XPK43257.1,804,unknown
XPK43258.1,3006,infection;
XPK43259.1,1011,infection;
XPK43260.1,1032,unknown
XPK43261.1,795,lysis;
XPK43262.1,1050,unknown
XPK43263.1,972,unknown
XPK43264.1,1632,unknown
XPK43265.1,4419,unknown
XPK43266.1,267,unknown
XPK43267.1,300,unknown
XPK43268.1,405,unknown
XPK43269.1,819,packaging;
XPK43270.1,597,unknown
XPK43271.1,651,unknown
XPK43272.1,225,unknown
XPK43273.1,126,unknown
XPK43274.1,348,unknown
XPK43275.1,741,unknown
XPK43276.1,621,unknown
XPK43277.1,168,unknown
XPK43278.1,NA,NA
XPK43279.1,225,unknown
XPK43280.1,183,unknown
XPK43281.1,393,unknown
XPK43282.1,243,unknown
XPK43283.1,165,unknown
XPK43284.1,135,unknown
XPK43285.1,312,unknown
XPK43286.1,1845,replication;
XPK43287.1,354,unknown
XPK43288.1,258,unknown
XPK43289.1,252,unknown
XPK43290.1,315,unknown
XPK43291.1,738,unknown
XPK43292.1,321,unknown
XPK43293.1,213,unknown
XPK43294.1,NA,NA
XPK43295.1,480,unknown
XPK43296.1,186,unknown
XPK43297.1,651,unknown
XPK43298.1,216,unknown
XPK43299.1,276,unknown
XPK43300.1,177,unknown
XPK43301.1,186,unknown
XPK43302.1,180,unknown
XPK43303.1,567,unknown
XPK43304.1,330,unknown
XPK43305.1,207,unknown
XPK43306.1,213,unknown
XPK43307.1,192,unknown
XPK43308.1,534,unknown
XPK43309.1,1437,unknown
XPK43310.1,549,replication;
XPK43311.1,1791,replication;
XPK43312.1,207,unknown
XPK43313.1,432,unknown
XPK43314.1,186,unknown
XPK43315.1,243,unknown
XPK43316.1,1248,unknown
XPK43317.1,222,unknown
XPK43318.1,234,unknown
XPK43319.1,2034,unknown
XPK43320.1,1101,unknown
XPK43321.1,627,unknown
XPK43322.1,807,unknown
XPK43323.1,951,unknown
XPK43324.1,1218,unknown
XPK43325.1,363,unknown
XPK43326.1,168,unknown
XPK43327.1,252,unknown
XPK43328.1,234,unknown
XPK43329.1,414,unknown
XPK43330.1,117,unknown
XPK43331.1,NA,NA
XPK43332.1,267,unknown
XPK43333.1,255,unknown
XPK43334.1,255,unknown
XPK43335.1,255,unknown
XPK43336.1,327,unknown
XPK43337.1,141,unknown
XPK43338.1,210,unknown
XPK43339.1,165,unknown
XPK43340.1,162,unknown
XPK43341.1,258,unknown
XPK43342.1,252,unknown
XPK43343.1,NA,NA
XPK43344.1,198,unknown
XPK43345.1,141,unknown
XPK43346.1,NA,NA
XPK43347.1,NA,NA
XPK43348.1,225,unknown
XPK43349.1,231,unknown
XPK43350.1,177,unknown
XPK43351.1,306,unknown
XPK43352.1,411,unknown
XPK43353.1,NA,NA
XPK43354.1,NA,NA
XPK43355.1,444,unknown
XPK43356.1,210,unknown
XPK43357.1,222,unknown
XPK43358.1,225,unknown
XPK43359.1,903,unknown
XPK43360.1,327,unknown
XPK43361.1,NA,NA
XPK43362.1,NA,NA
XPK43363.1,870,unknown
XPK43364.1,192,unknown
XPK43365.1,267,unknown
XPK43366.1,654,unknown
XPK43367.1,468,unknown
XPK43458.1,441,unknown
XPK43459.1,516,packaging;
XPK43460.1,1425,packaging;
XPK43461.1,198,unknown
XPK43462.1,156,unknown
XPK43463.1,NA,NA
XPK43464.1,408,unknown
XPK43465.1,NA,NA
XPK43466.1,NA,NA
XPK43467.1,NA,NA
XPK43468.1,NA,NA
XPK43469.1,1413,infection;
XPK43470.1,951,assembly;
XPK43471.1,NA,NA
XPK43472.1,NA,NA
XPK43473.1,NA,NA
XPK43474.1,NA,NA
XPK43475.1,207,unknown
XPK43476.1,144,unknown
XPK43477.1,441,lysis;
XPK43478.1,NA,NA
XPK43479.1,498,lysis;
XPK43480.1,NA,NA
XPK43481.1,NA,NA
XPK43482.1,207,unknown
XPK43483.1,156,unknown
XPK43484.1,NA,NA
XPK43485.1,NA,NA
XPK43486.1,NA,NA
XPK43487.1,NA,NA
XPK43488.1,NA,NA
XPK43489.1,NA,NA
XPK43490.1,NA,NA
XPK43491.1,NA,NA
XPK43492.1,NA,NA
XPK43493.1,NA,NA
XPK43494.1,NA,NA
XPK43495.1,249,unknown
XPK43496.1,NA,NA
XPK43497.1,NA,NA
XPK43498.1,1413,unknown
XPK43499.1,465,unknown
XPK43500.1,1071,assembly;
XPK43501.1,375,unknown
XPK43502.1,NA,NA
XPK43503.1,537,integration;replication;
XPK43504.1,NA,NA
XPK43505.1,NA,NA
XPK43506.1,810,regulation;
XPK43507.1,477,unknown
XPK43508.1,NA,NA
XPK43509.1,NA,NA
XPK43510.1,NA,NA
XPK43511.1,NA,NA
XPK43512.1,399,unknown
XPK43513.1,NA,NA
XPK43514.1,342,unknown
XPK43515.1,399,unknown
XPK43516.1,369,unknown
XPK43517.1,NA,NA
XPK43518.1,NA,NA
XPK43519.1,717,infection;
XPK43520.1,210,unknown
XPK43521.1,333,unknown
XPK43522.1,NA,NA
XPK43523.1,195,unknown
XPK43524.1,NA,NA
XPK43525.1,708,unknown
XPK43526.1,NA,NA
XPK43527.1,474,assembly;
XPK43528.1,NA,NA
XPK43529.1,471,unknown
XPK43530.1,2487,infection;
XPK43531.1,NA,NA
XPK43532.1,504,unknown
XPK43533.1,1038,replication;
XPK43534.1,939,packaging;
XPK43535.1,348,unknown
XPK43536.1,1935,replication;
XPK43537.1,987,replication;
XPK43538.1,NA,NA
XPK43539.1,NA,NA
XPK43540.1,NA,NA
XPK43541.1,NA,NA
XPK43542.1,NA,NA
XPK43543.1,147,unknown
XPK43544.1,NA,NA
XPK43545.1,NA,NA
XPK43546.1,NA,NA
XPK43547.1,234,unknown
XPK43548.1,498,unknown
XPK43549.1,NA,NA
XPK43550.1,663,unknown
XPK43551.1,NA,NA
XPK43552.1,NA,NA
